Samples	Label	135765 isomer2	16-Hydroxyhexadecanoic acid	1-monostearin labeled	"2,3-Diaminopropionic acid"	2-Coumaric acid	2'-Deoxyadenosine1	2'-Deoxyadenosine2	2-Methylpropanal	"3-Amino-2,3-dihydrobenzoic acid"	3-Hydroxyphenylacetate	3-Indoleacetonitrile	3-Methyladenine	3-Nitro-L-Tyrosine	4-Coumaric acid	4-Methylumbelliferone	5-Aminolevulinic acid	5-Aminopentanoic acid	5-Dehydroquinic acid	6-deoxyglucose	Acetaminophen glucuronide	Adenosine	adrenaline	alanine-alanine1	alanine-alanine2	Ascorbic acid	Asparagine minor	Azelate	"Benzen-1,3-Dicarboxylic acid"	Benzoate	beta-hydroxymyristic acid	beta-sitosterol	Brucine	Caffeine	cerotinic aci	chenodeoxycholic acid	Chlorogenic acid	cis-Aconitic acid	Cystamine1	Cystamine2	Cysteamine1	Cysteamine2	Cysteinylglycine	cystine minor	Deoxyguanosine	D-Fucose	D-Glutamine	digalacturonic acid1	digalacturonic acid2	DL-Homocystine	D-Maltose	D-Panose	D-Ribose1	D-Ribose2	D-Ribose3	D-Trehalose1	D-Trehalose2	D-Trehalose3	D-Trehalose4	D-Trehalose5	D-Xylulose1	D-Xylulose2	Epinephrine1	Epinephrine2	Galactitol	Galacturnonate	Gallic acid	gamma-Linolenic acid	Gluconolactone	Glutaric acid	Glyceraldehyde-3-phosphate	Glycerol	glycyl tyrosine	Harmaline	Histamine	histidine	Homocystine1	Homocystine2	Homovanillate	Hypotaurine	Indoleacetic acid	isoheptadecanoic acid NIST	isohexonic acid	Isopentenyladenosine	L-Ascorbic acid1	L-Ascorbic acid2	L-Aspartic acid3	L-Aspartic acid4	L-Cysteine1	L-Cysteine2	L-Glutamic acid	L-Glutamine	L-Homocysteine	Linoleic acid	lithocholic acid	L-Leucine	L-Lysine	L-Prolinamide	L-Proline	L-Rhamnose	L-Tyrosine1	L-Tyrosine2	L-Tyrosine3	Malonic acid	Maltose	maltotriose1	Maltotriose2	Maltotriose3	Maltotriose4	Melibiose1	Melibiose2	melibiose minor	Menaquinone	methionine sulfoxide minor	Myricetin	N-Acetylglucosamine	N-Acetylleucine	N-Acetylneuraminic acid	N-acetylornithine	Nonadecanoic acid methyl ester1	Nonadecanoic acid methyl ester2	nonanoic acid	noradrenaline	Octacosanoic acid	octadecylglycerol	O-Phospho-L-serine1	O-Phospho-L-serine2	ornithin	Paeonol	palatinitol	Palmitic acid1	Palmitic acid2	Panose_1_minor	Panose_2	Phosphorylcholine	Phthalic acid	Phytol_mixture of isomers	Pimelic acid	Protocatechuic acid	Psoralen	Purine	Putrescine	Pyridoxamine	Pyrocatechol	Pyrogallol	Quinolinic acid	Rhamnose	"Ribulose 1,5-bisphosphate_1"	serotonin1	Serotonin2	Serotonin3	Shikimic acid	Similar_catechin	Sinapyl aldehyde	sophorose minor	Spermidine1	Spermidine2	Spermidine3	Spermidine4	Spermine	spermine major	Stearic acid1	Stearic acid2	Sucrose	Tartarate	Taurine	tetracosane	tocopherol alpha	tranexamic acid	Trans-Aconitate	Tryptamine1	Tryptamine2	Tryptophan	Tyramine1	Tyramine2	Uridine1	Uridine2	xylose
96h-KNO3-R1	96H	0.406356277	0	0.585748388	0.913030265	2.924290993	0.27917893	2.455534619	2.008505796	2.635388856	1.010066483	1.928278947	3.339656311	1.540558453	0.407611592	0.828133833	0.154931578	0.415433079	0.621246666	2.629781629	0.702168647	0.805147928	1.525261368	0.958718862	1.47961777	3.048458208	0	0	1.457459902	6.018552085	1.863413119	0.379797112	0.631869164	1.442618173	3.339656311	0.647785019	1.236808856	0.656491909	2.908298457	0.536097105	0.979074995	1.540558453	6.986399958	7.210053382	0.512176894	3.151564872	0.083125473	2.557577415	0.712344136	3.903026918	0	0.73931068	1.134238996	0.552316825	1.002974304	1.528816989	0.824428095	0.290502696	0.409292898	1.200402665	0.858264637	1.004163302	1.969209495	4.165579086	4.285282053	0.342350981	0.398189378	0.145276949	1.488348286	3.91574045	1.703313736	0.141488413	0.862691981	1.885532848	0.975407628	0.812006768	0.881373053	0.71839373	2.638183545	1	1.954061129	2.205332597	1.896400712	0.629515859	6.353587979	0.365422632	2.758262888	3.273911883	1.989051733	1.558140346	1.9988261	1.536343213	0.572678291	0.509765015	0.865504023	0.567006759	0.260190366	0.348148489	0.877552557	1.061541925	0.29258196	5.795847878	0.250725573	0.983777486	3.174867492	3.273911883	0.192381634	1.222747058	7.210053382	3.273911883	7.922297849	7.34937701	6.682795059	0	0.580191098	0.540591805	2.064716705	0.404247752	1.396403853	0.190628121	0.448151881	0.453635313	0.401492855	1.840755394	1.131292533	0.399243678	1.151437605	0.4722719	1.933490537	12.585685	0.545677037	0.88926306	0.452552362	0.756661024	3.178718153	3.91574045	0.196724333	0.520052167	0.994907225	1.651096599	4.835804472	3.033751427	3.449258228	2.008505796	0.8159831	0.412531012	0.159788568	12.585685	0.169572019	1.546469221	4.026621704	0.418581692	0.488907571	0.708137324	0.631995184	2.783569466	0.693450073	2.554603485	7.210053382	0.196741904	0.44324262	0.154418039	1.065186947	1.558034295	0.129293785	6.018552085	0.303424979	1.241830063	0.999939179	1.776751183	0.437554442	2.830423076	0.622513075	2.635388856	4.026621704	1.557488123	1.749975469	0.966547513
96H-KNO3-R2	96H	0.458107901	8.317191051	0.564820584	0.33686884	1.347827533	0.565505608	1.528770875	3.477624676	2.235632732	0.887594518	0.960181787	3.16078993	1.398478982	0.333054104	0.431001766	0.303666644	0.609248792	0.692515301	2.235632732	0.758923871	0.921693298	0.999244561	0.958005587	1.287290859	0.475642088	8.317191051	8.270105257	0.492850353	2.285430311	1.133016189	0.392343421	0.669088088	1.576476716	3.16078993	0.625622259	1.476860492	1.307150783	1.528539809	0.679067089	1.082112143	1.398478982	6.338899342	7.340913714	0.558355087	1.213795273	0.092865369	1.184053009	0.63336823	2.446541869	1.559950174	0.692765087	1	0.559028724	1.302558586	1.541361624	0.82647582	0.174375578	0.514326654	0.873051755	0.777395958	0.866181557	1.907473446	1.913810613	3.215414791	0.663477334	0.855174073	0.570059483	1.25455172	2.665913475	1.871219002	2.868257513	0.922797598	1.338440575	1.459447235	0.305179209	0.800658736	0.906228587	0.982016506	0.853523996	0.900776324	1.920106088	2.123659393	0.493897682	6.087228733	3.421241818	2.354205937	2.303011235	0.299903903	0.877608907	1.165221598	1.689479139	0.457369904	0.361328088	0.571638778	0.618583059	0.408082549	2.787254972	0.610832783	2.20750858	0.860339568	5.913763087	1.321946673	0.422652947	0.367616205	2.303011235	0.310923724	3.732092851	3.170025307	2.316022874	1.231185373	8.883121972	6.361845785	0.585213593	0.624435233	0.636538256	1.493042651	0.458107901	0.847838731	0.537391971	2.212245737	0.386224099	0.442796429	1.892332092	1.070682036	0.308525315	1.204249076	0.438306361	0.806323488	12.23657312	0.787800821	0.771218674	0.992778694	0.869856856	2.784273948	2.665913475	0.576035522	1.25023903	1.083381588	0.904432606	1.800666574	1.359942641	3.317317824	1.165221598	1.248276995	0.683324756	2.810876903	0	0.219815618	1.035376882	4.108156662	0.984546366	0.894416222	0.972286087	0.654822504	0.735702106	1.182481508	1.334869283	7.340913714	0.151335826	0.489863241	0.93951205	2.03260797	1.255615	0.937244224	2.574958317	0.377391306	0.679272265	1.030740124	1.552542749	0.576384884	2.936902004	1.173254715	3.250824821	4.108156662	0.675963465	1.476869932	1.018273866
96H-KNO3-R3	96H	0.409088452	8.511580758	0.678940157	0.415603656	1.230958372	0.311891074	1.359826185	3.486189289	2.349619498	0.597811701	0.978305434	0.761532227	1.383312235	0.766640815	0.405800573	0.130781237	0.56102989	0.633789752	2.349619498	0.641850007	0.918324498	1	0.532793039	1.979530355	0.515634904	8.511580758	8.511580758	0.431489937	3.426164677	1.032009792	0.378131476	1.269473521	0.793386051	3.037637861	0.77318057	1.759920775	1.171373435	1.64682703	0.492523158	1.011865929	1.383312235	6.185128407	0	0.513662798	1.164135279	0.297309398	1.135465837	0	2.778295772	0	0.635528504	0.91268403	0.499021023	1.294408178	1.488535814	0.787252001	0.189462829	0.461909181	1.137690585	0.722249827	0.784157635	1.726479747	1.843380905	3.344648446	0.744907524	1.048655129	0.149045359	1.221653192	2.67302109	1.554321946	2.73250705	1.019369605	0.602977029	1.526088633	0.325899558	0.689934531	0.729828095	1.72302829	0.65038239	1.045558538	1.518878362	2.054299335	0.452965298	6.784091286	3.390628748	2.469356757	2.764149418	0.919701619	0.777151511	3.523335654	1.575421417	0.38480861	0.257872349	0.826349592	0.532243895	0.137930056	2.95287827	0.55433561	2.329773791	0.810579926	5.967407722	1.358094444	0.338803371	2.455020546	2.764149418	0.416537588	1.078852698	3.049366309	2.764149418	1.835291415	8.606491224	6.173748201	0.177269197	0.579587042	0.677193558	1.764015618	0.408727329	0.773044285	0.941619953	2.049137757	1.370780697	0.397114219	1.830769293	0.949876583	0.319313344	1.142931276	0.477923062	0.718474847	12.54663859	1.435589922	0.737672304	0.948150173	0.80557833	2.783914181	2.67302109	0.614989377	0.838002904	0.978494281	0.979326651	1.928312458	0.968635484	3.227971903	3.523335654	1.171076922	0.626714618	2.960335065	12.54663859	0.564162951	0.920351571	3.924097203	0.966423497	0.878054512	1.056193001	0.657246896	0.999521974	1.158306572	1.358094444	7.112564283	0.351185259	0.467489271	0.852675875	1.934138211	1.176569837	0.858527739	1.764015618	0.436302976	0.776277511	0.924438387	1.605606009	0.453873248	2.789510003	1.239398766	3.332953776	3.924097203	1.72302829	1.692851628	0.967422116
96H-KNO3-R4	96H	0.439282793	6.899024897	0	0.459056711	1.135783335	0.58420678	1.968818118	3.036803993	0	0.712833151	0.990782322	3.160741257	0.706466221	0.624795636	0.35893666	0.361344609	0.371222793	0.750525454	2.532558152	0.6238818	0.778261239	1.063870227	0.896905731	1.877485422	0.452267614	6.899024897	6.879355439	0.791559092	3.197685332	1.877138887	0.222870472	0.80863469	0.831752184	3.160741257	0.852059665	0	1.341002481	1.394295775	0.434667299	1.087600888	1.567271403	6.814639866	7.396723381	0.651970951	3.405308528	0.106601473	1.203954447	0.6238818	2.88510399	1.932009123	0.675960868	1.029883393	0.543882627	1.336216632	1.451856634	0.750494793	0.236091354	0.184010448	0.817788332	0.748514336	0.725537302	0	2.093247253	3.48398073	0.780757285	0.80087961	0.332003907	1.271827665	2.756050435	1.202969557	2.780414575	1.051985714	1.285041199	1.249977305	0.194189053	0.770987383	0.954675569	1.642618929	0.741111258	0.559758615	1.986717446	2.155305202	0.561982597	6.048195103	2.287681015	2.579004656	2.851058286	1.528671387	1.305831328	3.036803993	1.612429677	0.375989304	0.359038309	0.801620362	0.628084766	0.139773737	0	0.536981926	2.810281679	0.819761317	6.22180285	1.164885224	0.441539705	2.862496957	2.842418662	0.410865135	4.521210648	4.738904543	2.851058286	1.83937937	8.486621747	6.269664753	0.683724409	0.601929835	0.615435328	1.532598715	0.439282793	1.369557537	0.686298606	0.569631452	0.695981592	0.489776428	1.708211714	1.101764762	0.18185305	1.16509828	0.532657014	0.686371041	0	0.977412349	0.803985648	0.323135312	0.82225509	3.405308528	3.939140874	0.158408489	0.168483143	1.123458109	1.067361092	1.998473444	0.539846215	3.493567957	2.822052629	1.325841673	0.326116459	2.689955094	12.60430128	0.498824536	1.022193746	3.557408641	0.778432166	0.951476801	0.955522918	0.698789354	0.895006367	1	1.577552664	7.396723381	0.879458507	0.436069597	1.117224926	0.890509531	1.305831328	1.117224926	2.647354229	0.444541444	1.137947132	0.905554059	1.680368859	0.596170045	2.958902622	1.773701629	2.521594559	3.557408641	1.159174211	0.740996088	1.056798662
96H-KNO3-R5	96H	0.362687367	3.977357285	0.478235303	0.771358186	2.129148844	0.281933711	2.160183403	2.821705	1.969757719	1.057453667	1.896299503	2.994350851	1.672423511	0.525647238	0.454734265	0.340766445	0.360775376	0.649350579	1.969757719	0.726821457	0.590919612	1.240036238	0.841150957	1.598541975	1.043330075	3.977357285	3.977357285	0.83908098	4.815596043	1.554360555	0.358364811	1	0.732017342	2.994350851	0.864799137	0.930731563	1.030253694	0	0.341432559	0.863313216	1.672423511	5.76291473	6.675432359	0.476609681	2.798062201	0.095010784	1.250879549	0.57558484	3.644930578	1.908436151	0.569297862	1.005870766	0.455702277	0.878931369	0.593063332	0.733843138	0.196283759	0.362265905	1.027883113	0.756376406	0.665553681	1.76883196	2.217478822	3.288956034	0.497924227	0.54351468	0.723644146	0.817074733	3.69386166	1.274486886	2.569523294	0.939858947	1.270496307	0	0.449400095	0.503798895	0.869652879	2.607219374	0.667882158	2.569523294	2.027481919	1.890172483	0.473919261	5.76291473	1.743915515	2.391109776	2.629641281	1.611330854	1.295605881	1.285599713	1.040879403	0.39460457	0.827454382	0.732268284	0.404289999	0.225100186	1.896299503	0.520307405	2.513424412	0.714146659	5.058801822	2.027481919	0.690672711	2.642283981	2.629641281	0.285142533	1.056144628	6.675432359	2.629641281	2.72314212	6.677895618	5.749658985	0.506921293	0.527106255	0.495729848	1.819982363	0.360522276	0	0.347166927	0.613474288	0.502756529	0.334762326	1.572331633	1.020373575	0.378833365	1.077861404	0.573032354	1.487267963	10.82439734	0.996292481	0.740088188	0.985164279	0.698821784	0	3.3487683	0.202273387	0.704577228	0.881854431	1.292206069	5.248940578	1.051631273	3.288956034	2.821705	0.824677615	0.305916723	1.535964027	10.82439734	0.451180785	1.225021771	0.851838443	0.760929083	0.540667869	0.705620819	0.630394541	2.428920136	0.811906142	2.027481919	6.675432359	0.384415097	0.452415375	0	0.795193882	1.412532048	1.664534604	4.815596043	0.115196847	1.145479689	0.624047337	1.707035155	0.417712543	2.487076304	1.013103197	2.487076304	3.299075963	2.620078864	1.122890752	0.971924932
96H-UKNO3-R3	96H+U	0.337134416	6.611646732	0.669542428	0.58762501	1.276677215	0.518118792	1.90122447	2.806025523	2.018252315	0.963622759	1.093070718	2.739189819	1.053113206	0.555091309	0.367084838	0.322188682	0.315344443	0.727751888	2.018252315	1.024917196	0.80474731	0.687515117	0.749913372	2.103914743	0.489781288	6.611646732	6.611646732	0.724930678	4.683948704	1.538578499	0.242053767	1.090334007	0.711667057	2.739189819	0.772883507	1.297142477	1.099465217	2.044196701	0.44815041	1.054098134	1.503102324	5.671242911	6.884304005	0.181738671	2.196511345	0.297026749	0.927919961	1.02329355	2.903223438	1.380937741	0.582348028	1.020892749	0.501347569	1.32085183	1.574100335	1.035623815	0.155587991	0.371853853	1.183429193	0.669075418	0.787450961	2.32625593	2.330205438	2.92840443	0.653703867	0.898450637	0.688562234	1.192403594	3.126855321	1.220556883	2.387907079	0.899879756	1.167567126	1.015197918	0.292614009	0.635791905	0.825734156	2.099066996	0.646537623	0.588973831	1.534281418	1.986211138	0.543256264	5.671242911	2.113543777	2.033898306	2.607405017	1.851423613	0.823388279	1.267506918	1.356589508	0.35778648	0.715767378	0.705188193	0.454961775	0.362174446	2.721961754	0.464321498	2.028709767	0.878062009	5.901405569	1.64226255	0.27638801	0.239383434	2.601091663	0.383225041	4.083263668	3.673763848	2.607405017	1.677922023	9.582503616	6.210717089	0.467409756	0.494498172	0.558802986	1.164050772	0.336334418	1.07278626	0.830976884	0.533302897	0.895115058	0.380153261	1.405380833	0.742632736	0.142482978	0.79318866	0.547024845	0.753061437	11.27215859	0.949083824	0.627918487	0.901784798	0.786369568	2.059452465	1.918829402	0.228506551	0.213106373	0.914673851	1.019725883	5.22424009	0.518625274	2.629264522	1.236844791	1.162225564	0.324781877	2.716170329	11.27215859	0.451296986	1	2.955612449	0.899100487	0.772669268	0.960513107	0.521688207	0.982606982	0.877213432	1.028095472	6.884304005	0.747124308	0.355368283	0.940286947	0.932373114	1.109935036	0.940286947	4.683948704	0.362174446	1.015333546	0.715224433	1.502877144	0.375782481	2.638522572	1.820536302	2.42851295	2.955612449	0.510149581	1.291625507	0.854710931
96H-UKNO3-R1	96H+U	0.100707768	5.782870816	0.679041472	0.523031701	2.775228341	0.163705534	2.006215237	1.583363002	0	1.159886521	2.218897101	2.860673123	1.83795794	0.46347389	0.506571866	0.318314492	0.343576683	0.759433201	1.789839577	0.834541073	0.626230638	1.38602545	0.79722274	1.635743145	1.010449658	5.782870816	5.721346246	0.896475479	5.288680955	1.546419692	0.314989558	0	0.711302456	2.860673123	0.749927501	0.884886142	1.01322854	2.399109158	0.386064899	0.848795656	1.83795794	5.87605159	6.504174087	0.453252434	2.14281431	0.246795663	0.591506007	0.834541073	3.840820661	1.391574166	0.578786783	1.196162982	0.51824993	0.836115484	0.837872831	0.713381636	0.176157724	0.35843392	1.185435062	0.766370439	0.791681321	0.204989021	2.330351766	3.32144035	0.757768083	0.672108036	0.74794573	1.172819992	3.290397035	1.339958899	2.221191722	0.668926586	1.279930811	0	0.464266784	0.45474891	1.04748444	3.411252178	0.790513413	0.487367418	1.954306902	2.321991688	0.617377784	5.87605159	2.420530909	2.08978993	2.491763499	1.772011304	1.29582029	1.716250308	1.322586991	0.387646078	0.804387525	0.722153397	0.510117747	0.13095025	2.003401467	0.50422343	3.311157187	1.379196231	5.121732994	2.122926255	0.816206744	1.87728442	2.489940701	0.304964258	1.096104779	3.371925882	2.491763499	2.028446578	6.578181606	6.58079407	0	0.456249401	0.56504693	1.183421376	0.343272233	1.19374108	0.323926345	0.622386803	0.455490525	0.606457619	1.416716285	0.844290331	0.403436397	0.95982231	0.475921427	1.652478252	9.968875127	1.023248971	0.730367231	1.063128141	0.715413413	2.14281431	3.290397035	0.238855763	0.349118411	0.875900734	1.210946911	0	1.010449658	3.001497454	1.716250308	0.767854864	0.431733677	2.055568058	9.968875127	0.339146707	1.174533806	3.381843369	0.715054831	0.489620439	0.191333713	0.329229601	0.849563507	0.958019528	2.125432664	6.493463201	0.32990089	0.40376021	1	0.749121259	1.403494638	1.030405893	5.288680955	0.111624616	1.126549705	0.747739471	1.96900149	0.374864364	2.454788246	1.627245624	2.420530909	3.381843369	0.379804095	1.219603107	0.815891039
96H-UKNO3-R2	96H+U	0.374049554	8.131075817	0.673460636	0.334838271	1.442579625	0.551548737	1.490066	3.306635721	2.016736986	0.767980123	1.092826333	2.824170319	1.474362892	0.395540815	0.371578006	0.13534132	0.567761892	0.779553953	2.016736986	0.923352387	0.884131781	1	0.189889466	1.8181545	0.440157182	8.131075817	8.108746348	0.571248106	2.714487835	1.009773905	0.30487476	1.272621468	0.789051127	2.824170319	0.689075593	1.486781888	1.146487564	1.444584608	0.472873495	0.975204807	1.054323616	6.129604223	6.971500148	0.516991315	1.112587615	0.384052146	1.188192312	0.921279752	2.734323001	1.372882196	0.629622192	1.117260659	0.52355224	1.280382432	0.839374909	1.890004065	0.249909401	0.443166991	0.8071812	0.738053446	0.649913697	2.110556107	1.913267989	3.182793378	0.795013411	0.872979062	0.515499389	1.194577219	3.215671556	1.573483449	2.802915174	0.432054687	1.233383253	1.083620583	0.161098224	0.702536453	0.862018131	1.543050934	0.830600102	1.180857394	1.515175303	2.280626128	0.451522124	6.293136873	2.192335263	2.351205302	2.891130778	0.885165377	0.754235413	3.333349458	1.457830242	0.429434477	0.332119821	0.815012329	0.528979274	0.322616034	2.829434395	0.426746443	2.138513741	0.849496973	5.823484514	1.490058043	0.275046885	1.76891727	2.883562338	0.390950985	1.132825936	3.820781779	2.891130778	1.734480642	6.179576028	6.190571738	0.50703374	0.507668286	0.691676612	1.47577803	0.374049554	0.755922904	0.942294106	2.016736986	0.693379721	0.406405367	1.557561334	0.850407002	0.301513421	0.880607324	0.425459243	0.700321982	11.15515749	0.933250826	0.690717792	0.974211042	0.859997576	2.057285229	3.215671556	0.574592793	0.984137566	0.970234329	0.988200046	1.866152885	0.523553161	2.720184574	1.134017976	1.170695954	0.617641854	1.07409275	11.15515749	0.468535489	0.942763822	3.455631269	0.902266191	0.844398286	1.046957561	0.621149619	2.659134066	1.277735663	1.491684635	6.971500148	0.350104766	0.466192612	0.934429223	1.884097764	1.131654046	0.448789642	2.57943416	0.363416449	0.706753797	0.806272222	1.600486779	0.224601087	2.731507013	2.165758883	2.653171862	3.455631269	1.543050934	1.622483762	0.969803599
96H-UKNO3-R4	96H+U	0.345286452	6.650062339	0.694689773	0.663835794	1.392486358	0.531488737	2.062661559	2.889160775	1.934099421	0.862141289	1.169962251	0.349606988	1.573308558	0.529395156	0.397694995	0.321474152	0.347080528	0.729552572	1.934099421	1.116945909	0.816165003	1.000525152	0.52526549	2.062661559	0.539587049	6.650062339	6.650062339	0.709263861	4.488647138	1.537749978	0.278378731	1.163208696	0.728953306	2.775030564	0.907817341	1.29853686	1.131019502	1.969272548	0.473171002	1.063555136	1.573308558	5.857486477	6.999938054	0.57887765	2.195616936	0.230489245	0.967338784	1.116945909	3.039080594	1.426137695	0.606420428	1.050030608	0.535959653	1.304059462	1.643129917	1.125671844	0.196993163	0.440437861	1.239879467	0.682250772	0.808058853	2.297367121	2.297367121	3.146457433	0.686153138	0.930149278	0.688288406	1.251668951	2.977393827	1.273293585	2.451762717	1	1.171467356	0	0.292550085	0.668349522	0.871680727	1.909920643	0.792485604	2.451762717	1.891376554	2.062661559	0.555068087	5.876946708	1.871415479	2.172207723	2.786581292	1.828688144	1.129654871	1.274876909	1.407257123	0.324176116	0.329238893	0.842922521	0.523667112	0.378259174	2.795181907	0.434089162	2.108855819	0.867519683	5.953527916	1.677259099	0.420279401	1.713730348	2.786581292	0.377065333	0.416429654	3.588838429	2.786581292	0.851758752	8.45108507	6.599179991	0.477617538	0.489192551	0.554833598	1.19215173	0.335458583	1.136146347	0.835988031	0.469926612	0.889875891	0.374305379	1.513579593	0.761702235	0.196152683	0.85046347	0.434410781	0.786350897	11.34548435	1.135233954	0.661498578	0.92911858	0.809749773	2.014300003	3.53783871	0.32726632	0.341119337	0.955774771	1.087255094	1.838822897	0.916905944	2.727837022	1.251839111	1.093262623	0.325706531	0.416849272	11.34548435	0.420129667	1.050730689	3.053518248	0.401345377	0.723880266	0.95234613	0.539977299	1.038475812	0.902832934	1.677259099	6.999938054	0.807229067	0.389770138	0.936621139	0.87735999	1.113186126	0.917497073	0	0.343815962	0.336379025	0.261875998	1.572309278	0.161897102	2.678951443	1.727097323	2.656991837	3.043908371	0.390204393	1.461828127	0.928613119
96H-UKNO3-R5	96H+U	0.348124743	6.418250358	0.67432291	0.682828769	1.329179816	0.561820503	2.15415218	2.414569989	2.132695055	1.00739666	1.142965837	2.849091509	1.48993698	0.558145148	0.320858961	0.343612279	0.336680831	0.765273713	2.132695055	1	0.745605954	0.964107213	0.820337627	2.106362794	0.4178309	6.200344612	6.754502816	0.657440424	4.358698455	1.619151262	0.307861063	1.099640411	0.994849897	2.846660543	0.799913801	0.939781881	0.620132964	1.318324608	0.413314869	1.073070208	1.48993698	6.649152222	7.012458933	0.579757709	1.079501968	0.095906544	1.233999571	1	3.10068507	1.469777134	0.645226834	1.086548312	0.538283471	0	0.78227363	1.056532372	0.192207572	0.404127515	1.210235726	0.699272285	0.662906521	1.716392106	2.359202053	2.974638192	0.723187744	0.904013946	0.126055343	1.268481498	3.098632995	1.306425851	2.645425843	0.935944182	1.233032011	1.070150089	0.341912789	0.746912719	0.884632468	1.927122267	0.718759663	2.434692333	1.758109813	2.158392648	0.549854884	5.98801695	2.115213162	2.158392648	2.730027113	1.804363391	0.847661301	1.270481633	1.445053264	0.400855377	0.722291229	0.784644765	0.563716485	0.158286965	2.505770882	0.438125197	2.414569989	0.864315105	5.812462633	1.753255597	0.301312393	1.772193224	1.295605619	0.425667247	1.050117287	3.735133385	2.730027113	1.786300819	8.107539558	6.418250358	0.487901043	0.485860594	0.603638601	1.156291203	0.173788791	1.180725428	0.811026605	0.511988707	0.896644828	0.434546913	1.350166266	0.805993542	0.218573612	0.888334316	0.428924386	0.795530548	0	0.843918513	0.65677779	0.919433244	0.838818388	2.128351469	3.098632995	0.317104707	0.506019729	0.998584945	1.15966653	5.280972772	0.415706352	2.700612191	1.245261414	1.223239612	0.199918441	2.505770882	11.09646904	0.502216718	1.052648582	3.009870343	0.877129761	0.244711034	0.32032412	0.599801437	0.983458551	0.875998419	1.77667213	7.012458933	0.268751337	0.393506955	1.008158619	0.852968014	1.1754718	1.008158619	4.358698455	0.81757374	1.054797172	0.694740564	0.313780078	0.155714441	2.78702699	1.160369378	3.166933236	3.009870343	0.32212454	1.279628592	0.684746339
